state,move
OX_OO__XO_XO_OXX_XXXOXX_OXXXOO_OXOOOO_XOXX,6
OX_OO_OXO_XO_OXX_XXXOXX_OXXXOO_OXOOOO_XOXX,2
OX_OO_OXO_XO_OXX_XXXOXX_OXXXOO_OXOOOOXXOXX,2
__________________________________________,3
______________________________________X___,2
_____________________________________OX___,3
_______________________________X_____OX___,3
________________________O______X_____OX___,2
________________________O_____XX_____OX___,5
________________________O_____XX_____OX_O_,3
_________________X______O_____XX_____OX_O_,5
_________________X______O_____XX_O___OX_O_,5
_________________X______O_X___XX_O___OX_O_,5
_________________X_O____O_X___XX_O___OX_O_,3
__________X______X_O____O_X___XX_O___OX_O_,2
__________X______X_O___OO_X___XX_O___OX_O_,2
__________X_____XX_O___OO_X___XX_O___OX_O_,0
__________X_____XX_O___OO_X___XX_O_O_OX_O_,0
__________X_____XX_O___OO_X_X_XX_O_O_OX_O_,4
__________X_____XX_O___OO_X_X_XX_O_O_OXOO_,0
__________X_____XX_O_X_OO_X_X_XX_O_O_OXOO_,0
__________X___O_XX_O_X_OO_X_X_XX_O_O_OXOO_,1
__________X___O_XX_O_X_OO_X_X_XX_O_OXOXOO_,6
__________X___O_XX_O_X_OO_X_X_XX_O_OXOXOOO,1
__________________________________________,3
______________________________________X___,4
______________________________________XO__,3
_______________________________X______XO__,3
________________________O______X______XO__,4
________________________O______XX_____XO__,4
________________________OO_____XX_____XO__,0
________________________OO_____XX__X__XO__,1
________________________OO_____XX__XO_XO__,1
________________________OO___X_XX__XO_XO__,4
__________________O_____OO___X_XX__XO_XO__,4
___________X______O_____OO___X_XX__XO_XO__,3
___________X_____OO_____OO___X_XX__XO_XO__,3
__________XX_____OO_____OO___X_XX__XO_XO__,6
__________XX_____OO_____OO___X_XX__XO_XO_O,6
__________XX_____OO_____OO___X_XX_XXO_XO_O,1
__________XX_____OO___O_OO___X_XX_XXO_XO_O,0
__________XX_____OO___O_OO__XX_XX_XXO_XO_O,0
__________XX_____OO__OO_OO__XX_XX_XXO_XO_O,0
__________XX__X__OO__OO_OO__XX_XX_XXO_XO_O,6
__________XX__X__OO__OO_OO_OXX_XX_XXO_XO_O,6
__________XX__X__OO_XOO_OO_OXX_XX_XXO_XO_O,3
___O______XX__X__OO_XOO_OO_OXX_XX_XXO_XO_O,1
___O______XX__XX_OO_XOO_OO_OXX_XX_XXO_XO_O,0
___O___O__XX__XX_OO_XOO_OO_OXX_XX_XXO_XO_O,0
X__O___O__XX__XX_OO_XOO_OO_OXX_XX_XXO_XO_O,4
X__OO__O__XX__XX_OO_XOO_OO_OXX_XX_XXO_XO_O,1
X__OO__OX_XX__XX_OO_XOO_OO_OXX_XX_XXO_XO_O,1
XO_OO__OX_XX__XX_OO_XOO_OO_OXX_XX_XXO_XO_O,6
XO_OO__OX_XX_XXX_OO_XOO_OO_OXX_XX_XXO_XO_O,6
XO_OO_OOX_XX_XXX_OO_XOO_OO_OXX_XX_XXO_XO_O,2
XO_OO_OOX_XX_XXX_OO_XOO_OO_OXX_XX_XXOXXO_O,2
__________________________________________,3
______________________________________X___,2
_____________________________________OX___,6
_____________________________________OX__X,5
_____________________________________OX_OX,3
_______________________________X_____OX_OX,3
________________________O______X_____OX_OX,6
________________________O______X__X__OX_OX,6
________________________O__O___X__X__OX_OX,5
________________________O__O___X_XX__OX_OX,3
_________________O______O__O___X_XX__OX_OX,3
__________X______O______O__O___X_XX__OX_OX,2
__________X______O______O__O__OX_XX__OX_OX,2
__________X______O_____XO__O__OX_XX__OX_OX,2
__________X_____OO_____XO__O__OX_XX__OX_OX,5
__________X_____OO_____XO_XO__OX_XX__OX_OX,5
__________X_____OO_O___XO_XO__OX_XX__OX_OX,6
__________X_____OO_OX__XO_XO__OX_XX__OX_OX,2
_________OX_____OO_OX__XO_XO__OX_XX__OX_OX,3
___X_____OX_____OO_OX__XO_XO__OX_XX__OX_OX,2
__OX_____OX_____OO_OX__XO_XO__OX_XX__OX_OX,5
__OX_____OX_X___OO_OX__XO_XO__OX_XX__OX_OX,5
__OX_O___OX_X___OO_OX__XO_XO__OX_XX__OX_OX,0
__OX_O___OX_X___OO_OX__XO_XO__OX_XXX_OX_OX,6
__OX_O___OX_XO__OO_OX__XO_XO__OX_XXX_OX_OX,1
__OX_O___OX_XO__OO_OX__XO_XO__OX_XXXXOX_OX,0
__OX_O___OX_XO__OO_OX__XO_XOO_OX_XXXXOX_OX,0
__OX_O___OX_XO__OO_OXX_XO_XOO_OX_XXXXOX_OX,0
__OX_O___OX_XOO_OO_OXX_XO_XOO_OX_XXXXOX_OX,1
__OX_O___OX_XOO_OO_OXX_XO_XOOXOX_XXXXOX_OX,6
__OX_OO__OX_XOO_OO_OXX_XO_XOOXOX_XXXXOX_OX,0
__OX_OOX_OX_XOO_OO_OXX_XO_XOOXOX_XXXXOX_OX,0
O_OX_OOX_OX_XOO_OO_OXX_XO_XOOXOX_XXXXOX_OX,4
O_OX_OOX_OX_XOO_OO_OXX_XO_XOOXOX_XXXXOXXOX,4
__________________________________________,3
______________________________________X___,2
_____________________________________OX___,5
_____________________________________OX_X_,4
_____________________________________OXOX_,3
_______________________________X_____OXOX_,4
_______________________________XO____OXOX_,3
________________________X______XO____OXOX_,3
_________________O______X______XO____OXOX_,4
_________________O______XX_____XO____OXOX_,4
_________________OO_____XX_____XO____OXOX_,3
__________X______OO_____XX_____XO____OXOX_,4
__________XO_____OO_____XX_____XO____OXOX_,0
__________XO_____OO_____XX_____XO__X_OXOX_,0
__________XO_____OO_____XX__O__XO__X_OXOX_,4
____X_____XO_____OO_____XX__O__XO__X_OXOX_,0
____X_____XO_____OO__O__XX__O__XO__X_OXOX_,0
____X_____XO__X__OO__O__XX__O__XO__X_OXOX_,3
___OX_____XO__X__OO__O__XX__O__XO__X_OXOX_,6
___OX_____XO__X__OO__O__XX__O__XO__X_OXOXX,0
___OX__O__XO__X__OO__O__XX__O__XO__X_OXOXX,0
X__OX__O__XO__X__OO__O__XX__O__XO__X_OXOXX,6
X__OX__O__XO__X__OO__O__XX__O__XO_OX_OXOXX,6
X__OX__O__XO__X__OO__O__XX_XO__XO_OX_OXOXX,2
X__OX__O__XO__X__OO__O__XX_XO_OXO_OX_OXOXX,2
X__OX__O__XO__X__OO__O_XXX_XO_OXO_OX_OXOXX,6
X__OX__O__XO__X__OO_OO_XXX_XO_OXO_OX_OXOXX,1
X__OX__O__XO__X__OO_OO_XXX_XO_OXO_OXXOXOXX,2
X__OX__O__XO__X_OOO_OO_XXX_XO_OXO_OXXOXOXX,6
X__OX__O__XO_XX_OOO_OO_XXX_XO_OXO_OXXOXOXX,6
X__OX_OO__XO_XX_OOO_OO_XXX_XO_OXO_OXXOXOXX,2
X__OX_OO_XXO_XX_OOO_OO_XXX_XO_OXO_OXXOXOXX,2
X_OOX_OO_XXO_XX_OOO_OO_XXX_XO_OXO_OXXOXOXX,1
X_OOX_OO_XXO_XX_OOO_OO_XXX_XOXOXO_OXXOXOXX,1
X_OOX_OO_XXO_XX_OOO_OOOXXX_XOXOXO_OXXOXOXX,1
X_OOX_OO_XXO_XXXOOO_OOOXXX_XOXOXO_OXXOXOXX,5
X_OOX_OO_XXO_XXXOOO_OOOXXX_XOXOXOOOXXOXOXX,5
__________________________________________,3
______________________________________X___,4
______________________________________XO__,3
_______________________________X______XO__,3
________________________O______X______XO__,4
________________________O______XX_____XO__,3
_________________O______O______XX_____XO__,0
_________________O______O______XX__X__XO__,3
__________O______O______O______XX__X__XO__,3
___X______O______O______O______XX__X__XO__,4
___X______O______O______OO_____XX__X__XO__,6
___X______O______O______OO_____XX__X__XO_X,2
___X______O______O______OO_____XX__X_OXO_X,2
___X______O______O______OO____XXX__X_OXO_X,2
___X______O______O_____OOO____XXX__X_OXO_X,6
___X______O______O_____OOO____XXX_XX_OXO_X,6
___X______O______O_____OOO_O__XXX_XX_OXO_X,0
___X______O______O_____OOO_OX_XXX_XX_OXO_X,4
___X______O______OO____OOO_OX_XXX_XX_OXO_X,4
___X______OX_____OO____OOO_OX_XXX_XX_OXO_X,2
___X______OX____OOO____OOO_OX_XXX_XX_OXO_X,2
___X_____XOX____OOO____OOO_OX_XXX_XX_OXO_X,6
___X_____XOX____OOO_O__OOO_OX_XXX_XX_OXO_X,2
__XX_____XOX____OOO_O__OOO_OX_XXX_XX_OXO_X,0
__XX_____XOX____OOO_OO_OOO_OX_XXX_XX_OXO_X,0
__XX_____XOX__X_OOO_OO_OOO_OX_XXX_XX_OXO_X,6
__XX_____XOX_OX_OOO_OO_OOO_OX_XXX_XX_OXO_X,6
__XX__X__XOX_OX_OOO_OO_OOO_OX_XXX_XX_OXO_X,0
__XX__XO_XOX_OX_OOO_OO_OOO_OX_XXX_XX_OXO_X,4
__XXX_XO_XOX_OX_OOO_OO_OOO_OX_XXX_XX_OXO_X,5
__XXX_XO_XOX_OX_OOO_OO_OOO_OX_XXX_XX_OXOOX,5
__________________________________________,2
_____________________________________X____,4
_____________________________________X_O__,4
________________________________X____X_O__,2
______________________________O_X____X_O__,4
_________________________X____O_X____X_O__,3
_________________________X____O_X____XOO__,6
_________________________X____O_X____XOO_X,4
__________________O______X____O_X____XOO_X,1
__________________O______X____O_X___XXOO_X,1
__________________O______X___OO_X___XXOO_X,2
__________________O____X_X___OO_X___XXOO_X,1
__________________O___OX_X___OO_X___XXOO_X,3
__________________O___OX_X___OOXX___XXOO_X,1
_______________O__O___OX_X___OOXX___XXOO_X,1
________X______O__O___OX_X___OOXX___XXOO_X,2
________X______OO_O___OX_X___OOXX___XXOO_X,2
________XX_____OO_O___OX_X___OOXX___XXOO_X,6
________XX_____OO_O___OX_X___OOXX_O_XXOO_X,5
________XX_____OO_O___OX_X___OOXX_O_XXOOXX,6
________XX_____OO_O___OX_X_O_OOXX_O_XXOOXX,5
________XX_____OO_O___OX_X_O_OOXXXO_XXOOXX,6
________XX_____OO_O_O_OX_X_O_OOXXXO_XXOOXX,6
________XX___X_OO_O_O_OX_X_O_OOXXXO_XXOOXX,0
________XX___X_OO_O_O_OX_X_O_OOXXXOOXXOOXX,5
________XX___X_OO_O_O_OX_XXO_OOXXXOOXXOOXX,5
________XX___X_OO_OOO_OX_XXO_OOXXXOOXXOOXX,3
__________________________________________,3
______________________________________X___,2
_____________________________________OX___,3
_______________________________X_____OX___,3
________________________O______X_____OX___,2
________________________O_____XX_____OX___,2
_______________________OO_____XX_____OX___,0
_______________________OO_____XX___X_OX___,2
________________O______OO_____XX___X_OX___,5
________________O______OO_____XX___X_OX_X_,2
_________O______O______OO_____XX___X_OX_X_,2
__X______O______O______OO_____XX___X_OX_X_,5
__X______O______O______OO_____XX_O_X_OX_X_,4
__X______O______O______OO_____XX_O_X_OXXX_,6
__X______O______O______OO_____XX_O_X_OXXXO,0
__X______O______O______OO___X_XX_O_X_OXXXO,5
__X______O______O______OO_O_X_XX_O_X_OXXXO,5
__X______O______O__X___OO_O_X_XX_O_X_OXXXO,5
__X______O__O___O__X___OO_O_X_XX_O_X_OXXXO,6
__X______O__O___O__X___OO_O_X_XX_OXX_OXXXO,0
__X______O__O___O__X_O_OO_O_X_XX_OXX_OXXXO,0
__X______O__O_X_O__X_O_OO_O_X_XX_OXX_OXXXO,4
__X______O__O_X_O__X_O_OO_O_X_XXOOXX_OXXXO,4
__X______O__O_X_O__X_O_OOXO_X_XXOOXX_OXXXO,3
__X______O__O_X_OO_X_O_OOXO_X_XXOOXX_OXXXO,1
__X______O__O_X_OO_X_O_OOXO_X_XXOOXXXOXXXO,1
__X______O__O_X_OO_X_O_OOXO_XOXXOOXXXOXXXO,1
__________________________________________,4
_______________________________________X__,3
______________________________________OX__,4
________________________________X_____OX__,3
_______________________________OX_____OX__,4
_________________________X_____OX_____OX__,4
__________________O______X_____OX_____OX__,3
__________________O_____XX_____OX_____OX__,0
__________________O_____XX_____OX__O__OX__,2
__________________O_____XX_____OX__O_XOX__,0
__________________O_____XX__O__OX__O_XOX__,3
_________________XO_____XX__O__OX__O_XOX__,3
__________O______XO_____XX__O__OX__O_XOX__,0
__________O______XO__X__XX__O__OX__O_XOX__,2
__________O______XO__X__XX__O_OOX__O_XOX__,2
__________O______XO__X_XXX__O_OOX__O_XOX__,2
__________O_____OXO__X_XXX__O_OOX__O_XOX__,4
__________OX____OXO__X_XXX__O_OOX__O_XOX__,0
__________OX__O_OXO__X_XXX__O_OOX__O_XOX__,6
__________OX__O_OXO__X_XXX__O_OOX__O_XOX_X,2
_________OOX__O_OXO__X_XXX__O_OOX__O_XOX_X,5
_________OOX__O_OXO__X_XXX__O_OOX__O_XOXXX,6
_________OOX__O_OXO__X_XXX__O_OOX_OO_XOXXX,5
__________________________________________,3
______________________________________X___,4
______________________________________XO__,1
____________________________________X_XO__,2
____________________________________XOXO__,2
______________________________X_____XOXO__,3
______________________________XO____XOXO__,2
_______________________X______XO____XOXO__,2
________________O______X______XO____XOXO__,4
________________O______X______XOX___XOXO__,3
________________O______XO_____XOX___XOXO__,3
________________OX_____XO_____XOX___XOXO__,1
________________OX_____XO____OXOX___XOXO__,4
________________OX_____XOX___OXOX___XOXO__,1
________________OX____OXOX___OXOX___XOXO__,1
_______________XOX____OXOX___OXOX___XOXO__,3
__________O____XOX____OXOX___OXOX___XOXO__,2
_________XO____XOX____OXOX___OXOX___XOXO__,4
_________XO____XOXO___OXOX___OXOX___XOXO__,2
__X______XO____XOXO___OXOX___OXOX___XOXO__,3
__XO_____XO____XOXO___OXOX___OXOX___XOXO__,6
__XO_____XO____XOXO___OXOX___OXOX___XOXO_X,6
__XO_____XO____XOXO___OXOX___OXOX_O_XOXO_X,6
__XO_____XO____XOXO___OXOX_X_OXOX_O_XOXO_X,4
__XO_____XOO___XOXO___OXOX_X_OXOX_O_XOXO_X,4
__XOX____XOO___XOXO___OXOX_X_OXOX_O_XOXO_X,6
__XOX____XOO___XOXO_O_OXOX_X_OXOX_O_XOXO_X,6
__XOX____XOO_X_XOXO_O_OXOX_X_OXOX_O_XOXO_X,6
__XOX_O__XOO_X_XOXO_O_OXOX_X_OXOX_O_XOXO_X,5
__XOX_O__XOO_X_XOXO_O_OXOX_X_OXOX_O_XOXOXX,5
__XOX_O__XOO_X_XOXO_O_OXOX_X_OXOXOO_XOXOXX,5
__XOX_O__XOO_X_XOXO_O_OXOXXX_OXOXOO_XOXOXX,5
__XOX_O__XOO_X_XOXOOO_OXOXXX_OXOXOO_XOXOXX,5
__XOX_O__XOOXX_XOXOOO_OXOXXX_OXOXOO_XOXOXX,5
__XOXOO__XOOXX_XOXOOO_OXOXXX_OXOXOO_XOXOXX,0
__XOXOO__XOOXX_XOXOOO_OXOXXX_OXOXOOXXOXOXX,0
__________________________________________,4
_______________________________________X__,3
______________________________________OX__,3
_______________________________X______OX__,0
_______________________________X___O__OX__,1
_______________________________X___OX_OX__,0
____________________________O__X___OX_OX__,3
________________________X___O__X___OX_OX__,3
_________________O______X___O__X___OX_OX__,1
_________________O______X___OX_X___OX_OX__,4
_________________O______X___OX_XO__OX_OX__,1
_________________O____X_X___OX_XO__OX_OX__,1
_______________O_O____X_X___OX_XO__OX_OX__,0
_______________O_O___XX_X___OX_XO__OX_OX__,4
_______________O_O___XX_XO__OX_XO__OX_OX__,4
_______________O_OX__XX_XO__OX_XO__OX_OX__,6
_______________O_OX__XX_XO__OX_XO__OX_OX_O,2
_______________O_OX__XX_XO__OX_XO__OXXOX_O,1
________O______O_OX__XX_XO__OX_XO__OXXOX_O,2
__________________________________________,3
______________________________________X___,3
_______________________________O______X___,4
_______________________________O______XX__,5
_______________________________O______XXO_,3
________________________X______O______XXO_,1
________________________X______O____O_XXO_,3
_________________X______X______O____O_XXO_,5
_________________X______X______O_O__O_XXO_,4
_________________X______X______OXO__O_XXO_,4
_________________X______XO_____OXO__O_XXO_,3
__________X______X______XO_____OXO__O_XXO_,3
___O______X______X______XO_____OXO__O_XXO_,5
___O______X______X______XOX____OXO__O_XXO_,4
___O______X______XO_____XOX____OXO__O_XXO_,5
___O______X______XOX____XOX____OXO__O_XXO_,5
___O______X_O____XOX____XOX____OXO__O_XXO_,4
___O______XXO____XOX____XOX____OXO__O_XXO_,1
___O______XXO____XOX____XOX__O_OXO__O_XXO_,1
___O______XXO____XOX__X_XOX__O_OXO__O_XXO_,1
___O______XXO__O_XOX__X_XOX__O_OXO__O_XXO_,1
___O____X_XXO__O_XOX__X_XOX__O_OXO__O_XXO_,0
___O____X_XXO__O_XOX__X_XOX__O_OXO_OO_XXO_,0
___O____X_XXO__O_XOX__X_XOX_XO_OXO_OO_XXO_,0
___O____X_XXO__O_XOX_OX_XOX_XO_OXO_OO_XXO_,5
___O_X__X_XXO__O_XOX_OX_XOX_XO_OXO_OO_XXO_,0
___O_X__X_XXO_OO_XOX_OX_XOX_XO_OXO_OO_XXO_,0
___O_X_XX_XXO_OO_XOX_OX_XOX_XO_OXO_OO_XXO_,2
___O_X_XX_XXO_OO_XOX_OX_XOX_XO_OXO_OOOXXO_,2
___O_X_XX_XXO_OO_XOX_OX_XOX_XOXOXO_OOOXXO_,2
___O_X_XX_XXO_OO_XOX_OXOXOX_XOXOXO_OOOXXO_,2
__________________________________________,5
________________________________________X_,3
______________________________________O_X_,2
_____________________________________XO_X_,3
_______________________________O_____XO_X_,3
________________________X______O_____XO_X_,5
________________________X______O_O___XO_X_,3
_________________X______X______O_O___XO_X_,2
_________________X______X_____OO_O___XO_X_,2
_________________X_____XX_____OO_O___XO_X_,0
_________________X_____XX_____OO_O_O_XO_X_,2
________________XX_____XX_____OO_O_O_XO_X_,0
________________XX_____XX___O_OO_O_O_XO_X_,0
________________XX___X_XX___O_OO_O_O_XO_X_,2
_________O______XX___X_XX___O_OO_O_O_XO_X_,3
_________OX_____XX___X_XX___O_OO_O_O_XO_X_,3
___O_____OX_____XX___X_XX___O_OO_O_O_XO_X_,0
___O_____OX___X_XX___X_XX___O_OO_O_O_XO_X_,0
___O___O_OX___X_XX___X_XX___O_OO_O_O_XO_X_,5
___O___O_OX___X_XX___X_XX_X_O_OO_O_O_XO_X_,5
___O___O_OX___X_XX_O_X_XX_X_O_OO_O_O_XO_X_,5
___O___O_OX_X_X_XX_O_X_XX_X_O_OO_O_O_XO_X_,5
___O_O_O_OX_X_X_XX_O_X_XX_X_O_OO_O_O_XO_X_,2
__XO_O_O_OX_X_X_XX_O_X_XX_X_O_OO_O_O_XO_X_,6
__XO_O_O_OX_X_X_XX_O_X_XX_X_O_OO_O_O_XO_XO,6
__XO_O_O_OX_X_X_XX_O_X_XX_X_O_OO_OXO_XO_XO,0
O_XO_O_O_OX_X_X_XX_O_X_XX_X_O_OO_OXO_XO_XO,6
O_XO_O_O_OX_X_X_XX_O_X_XX_XXO_OO_OXO_XO_XO,6
O_XO_O_O_OX_X_X_XX_OOX_XX_XXO_OO_OXO_XO_XO,6
O_XO_O_O_OX_XXX_XX_OOX_XX_XXO_OO_OXO_XO_XO,6
O_XO_OOO_OX_XXX_XX_OOX_XX_XXO_OO_OXO_XO_XO,1
O_XO_OOO_OX_XXX_XX_OOX_XX_XXO_OO_OXOXXO_XO,1
__________________________________________,3
______________________________________X___,3
_______________________________O______X___,2
_______________________________O_____XX___,1
_______________________________O____OXX___,1
_____________________________X_O____OXX___,4
_____________________________X_O____OXXO__,3
________________________X____X_O____OXXO__,3
_________________O______X____X_O____OXXO__,4
_________________O______X____X_OX___OXXO__,4
_________________O______XO___X_OX___OXXO__,6
_________________O______XO___X_OX___OXXO_X,1
_________________O____O_XO___X_OX___OXXO_X,1
_______________X_O____O_XO___X_OX___OXXO_X,5
_______________X_O____O_XO___X_OX___OXXOOX,3
__________X____X_O____O_XO___X_OX___OXXOOX,1
________O_X____X_O____O_XO___X_OX___OXXOOX,4
________O_X____X_OX___O_XO___X_OX___OXXOOX,6
________O_X____X_OX___O_XO___X_OX_O_OXXOOX,5
________O_X____X_OX___O_XO___X_OXXO_OXXOOX,5
________O_X____X_OX___O_XOO__X_OXXO_OXXOOX,5
________O_X____X_OXX__O_XOO__X_OXXO_OXXOOX,5
________O_X_O__X_OXX__O_XOO__X_OXXO_OXXOOX,3
___X____O_X_O__X_OXX__O_XOO__X_OXXO_OXXOOX,6
___X____O_X_O__X_OXX__O_XOOO_X_OXXO_OXXOOX,6
___X____O_X_O__X_OXXX_O_XOOO_X_OXXO_OXXOOX,1
_O_X____O_X_O__X_OXXX_O_XOOO_X_OXXO_OXXOOX,2
_O_X____O_X_O__X_OXXX_O_XOOO_XXOXXO_OXXOOX,2
_O_X____O_X_O__X_OXXX_OOXOOO_XXOXXO_OXXOOX,5
_O_X_X__O_X_O__X_OXXX_OOXOOO_XXOXXO_OXXOOX,0
_O_X_X__O_X_O__X_OXXX_OOXOOO_XXOXXOOOXXOOX,6
_O_X_X__O_X_OX_X_OXXX_OOXOOO_XXOXXOOOXXOOX,4
_O_X_X__O_XOOX_X_OXXX_OOXOOO_XXOXXOOOXXOOX,4
_O_XXX__O_XOOX_X_OXXX_OOXOOO_XXOXXOOOXXOOX,6
_O_XXXO_O_XOOX_X_OXXX_OOXOOO_XXOXXOOOXXOOX,0
_O_XXXO_O_XOOX_X_OXXX_OOXOOOXXXOXXOOOXXOOX,0
_O_XXXO_O_XOOX_X_OXXXOOOXOOOXXXOXXOOOXXOOX,0
_O_XXXO_O_XOOXXX_OXXXOOOXOOOXXXOXXOOOXXOOX,0
_O_XXXOOO_XOOXXX_OXXXOOOXOOOXXXOXXOOOXXOOX,0
XO_XXXOOO_XOOXXX_OXXXOOOXOOOXXXOXXOOOXXOOX,2
XO_XXXOOO_XOOXXXOOXXXOOOXOOOXXXOXXOOOXXOOX,2
XO_XXXOOOXXOOXXXOOXXXOOOXOOOXXXOXXOOOXXOOX,2
__________________________________________,3
______________________________________X___,3
_______________________________O______X___,4
_______________________________O______XX__,2
_______________________________O_____OXX__,2
______________________________XO_____OXX__,6
______________________________XO_____OXX_O,4
______________________________XOX____OXX_O,4
_________________________O____XOX____OXX_O,3
________________________XO____XOX____OXX_O,3
_________________O______XO____XOX____OXX_O,2
_________________O_____XXO____XOX____OXX_O,2
________________OO_____XXO____XOX____OXX_O,4
________________OOX____XXO____XOX____OXX_O,1
________________OOX____XXO____XOX___OOXX_O,3
__________X_____OOX____XXO____XOX___OOXX_O,6
__________X_____OOX____XXO____XOX_O_OOXX_O,6
__________X_____OOX____XXO_X__XOX_O_OOXX_O,6
__________X_____OOX_O__XXO_X__XOX_O_OOXX_O,2
_________XX_____OOX_O__XXO_X__XOX_O_OOXX_O,6
_________XX__O__OOX_O__XXO_X__XOX_O_OOXX_O,4
_________XXX_O__OOX_O__XXO_X__XOX_O_OOXX_O,2
__O______XXX_O__OOX_O__XXO_X__XOX_O_OOXX_O,0
__O______XXX_O__OOX_O__XXO_X__XOX_OXOOXX_O,0
__O______XXX_O__OOX_O__XXO_XO_XOX_OXOOXX_O,0
__O______XXX_O__OOX_OX_XXO_XO_XOX_OXOOXX_O,0
__O______XXX_OO_OOX_OX_XXO_XO_XOX_OXOOXX_O,3
__OX_____XXX_OO_OOX_OX_XXO_XO_XOX_OXOOXX_O,5
__OX_____XXX_OO_OOX_OX_XXO_XO_XOX_OXOOXXOO,5
__OX_____XXX_OO_OOX_OX_XXO_XO_XOXXOXOOXXOO,6
__OX__O__XXX_OO_OOX_OX_XXO_XO_XOXXOXOOXXOO,4
__OXX_O__XXX_OO_OOX_OX_XXO_XO_XOXXOXOOXXOO,0
__OXX_OO_XXX_OO_OOX_OX_XXO_XO_XOXXOXOOXXOO,0
X_OXX_OO_XXX_OO_OOX_OX_XXO_XO_XOXXOXOOXXOO,5
X_OXX_OO_XXX_OO_OOX_OX_XXOOXO_XOXXOXOOXXOO,5
__________________________________________,3
______________________________________X___,4
______________________________________XO__,4
________________________________X_____XO__,4
_________________________O______X_____XO__,2
_________________________O______X____XXO__,1
_________________________O______X___OXXO__,2
_________________________O____X_X___OXXO__,3
_________________________O____XOX___OXXO__,2
_______________________X_O____XOX___OXXO__,2
________________O______X_O____XOX___OXXO__,4
________________O_X____X_O____XOX___OXXO__,1
________________O_X____X_O___OXOX___OXXO__,1
________________O_X___XX_O___OXOX___OXXO__,2
_________O______O_X___XX_O___OXOX___OXXO__,0
_________O______O_X___XX_O___OXOX__XOXXO__,3
_________O______O_X___XXOO___OXOX__XOXXO__,3
_________O______OXX___XXOO___OXOX__XOXXO__,1
_________O_____OOXX___XXOO___OXOX__XOXXO__,5
_________O_____OOXX___XXOO___OXOX__XOXXOX_,3
_________OO____OOXX___XXOO___OXOX__XOXXOX_,4
_________OOX___OOXX___XXOO___OXOX__XOXXOX_,3
___O_____OOX___OOXX___XXOO___OXOX__XOXXOX_,5
___O_____OOX___OOXX___XXOO___OXOXX_XOXXOX_,5
___O_____OOX___OOXX___XXOOO__OXOXX_XOXXOX_,5
___O_____OOX___OOXXX__XXOOO__OXOXX_XOXXOX_,4
___OO____OOX___OOXXX__XXOOO__OXOXX_XOXXOX_,2
__XOO____OOX___OOXXX__XXOOO__OXOXX_XOXXOX_,6
__XOO____OOX___OOXXX__XXOOO__OXOXX_XOXXOXO,1
__XOO___XOOX___OOXXX__XXOOO__OXOXX_XOXXOXO,1
_OXOO___XOOX___OOXXX__XXOOO__OXOXX_XOXXOXO,5
_OXOO___XOOXX__OOXXX__XXOOO__OXOXX_XOXXOXO,5
_OXOOO__XOOXX__OOXXX__XXOOO__OXOXX_XOXXOXO,0
_OXOOO__XOOXX__OOXXX__XXOOO_XOXOXX_XOXXOXO,0
__________________________________________,3
______________________________________X___,4
______________________________________XO__,1
____________________________________X_XO__,4
________________________________O___X_XO__,3
_______________________________XO___X_XO__,4
_________________________O_____XO___X_XO__,4
__________________X______O_____XO___X_XO__,3
__________________X_____OO_____XO___X_XO__,1
__________________X_____OO___X_XO___X_XO__,1
__________________X___O_OO___X_XO___X_XO__,0
__________________X___O_OO___X_XO__XX_XO__,2
__________________X___O_OO___X_XO__XXOXO__,3
_________________XX___O_OO___X_XO__XXOXO__,0
_________________XX___O_OO__OX_XO__XXOXO__,0
_________________XX__XO_OO__OX_XO__XXOXO__,1
_______________O_XX__XO_OO__OX_XO__XXOXO__,1
________X______O_XX__XO_OO__OX_XO__XXOXO__,5
________X______O_XX__XO_OO__OX_XO__XXOXOO_,3
________X_X____O_XX__XO_OO__OX_XO__XXOXOO_,0
________X_X___OO_XX__XO_OO__OX_XO__XXOXOO_,4
________X_XX__OO_XX__XO_OO__OX_XO__XXOXOO_,0
_______OX_XX__OO_XX__XO_OO__OX_XO__XXOXOO_,1
_X_____OX_XX__OO_XX__XO_OO__OX_XO__XXOXOO_,6
_X_____OX_XX__OO_XX__XO_OO__OX_XO__XXOXOOO,4
_X__X__OX_XX__OO_XX__XO_OO__OX_XO__XXOXOOO,3
_X_OX__OX_XX__OO_XX__XO_OO__OX_XO__XXOXOOO,5
_X_OX__OX_XX__OO_XX__XO_OO__OX_XOX_XXOXOOO,5
_X_OX__OX_XX__OO_XX__XO_OOO_OX_XOX_XXOXOOO,5
_X_OX__OX_XX__OO_XXX_XO_OOO_OX_XOX_XXOXOOO,6
_X_OX__OX_XX__OO_XXX_XO_OOO_OX_XOXOXXOXOOO,5
_X_OX__OX_XXX_OO_XXX_XO_OOO_OX_XOXOXXOXOOO,6
__________________________________________,3
______________________________________X___,1
____________________________________O_X___,3
_______________________________X____O_X___,3
________________________O______X____O_X___,3
_________________X______O______X____O_X___,5
_________________X______O______X____O_X_O_,5
_________________X______O______X_X__O_X_O_,6
_________________X______O______X_X__O_X_OO,6
_________________X______O______X_XX_O_X_OO,1
_________________X______O____O_X_XX_O_X_OO,1
_________________X____X_O____O_X_XX_O_X_OO,6
_________________X____X_O__O_O_X_XX_O_X_OO,5
